OBJECTID *,Shape *,GUBID,ISOALPHA,COUNTRYNM,NAME1,NAME2,NAME3,NAME4,NAME5,NAME6,CENTROID_X,CENTROID_Y,INSIDE_X,INSIDE_Y,CONTEXT,CONTEXT_NM,WATER_CODE,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,UN_2000_E,UN_2005_E,UN_2010_E,UN_2015_E,UN_2020_E,UN_2000_DS,UN_2005_DS,UN_2010_DS,UN_2015_DS,UN_2020_DS,B_2010_E,F_2010_E,M_2010_E,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65PLUSB,A65_69B,A70PLUSB,A70_74B,A75PLUSB,A75_79B,A80PLUSB,A80_84B,A85PLUSB,A00_04F,A05_09F,A10_14F,A15_19F,A20_24F,A25_29F,A30_34F,A35_39F,A40_44F,A45_49F,A50_54F,A55_59F,A60_64F,A65PLUSF,A65_69F,A70PLUSF,A70_74F,A75PLUSF,A75_79F,A80PLUSF,A80_84F,A85PLUSF,A00_04M,A05_09M,A10_14M,A15_19M,A20_24M,A25_29M,A30_34M,A35_39M,A40_44M,A45_49M,A50_54M,A55_59M,A60_64M,A65PLUSM,A65_69M,A70PLUSM,A70_74M,A75PLUSM,A75_79M,A80PLUSM,A80_84M,A85PLUSM
1189,Point,{2736D62E-06B9-4BCC-BFE2-95948B09B846},NPL,Nepal,WESTERN,DAULAGIRI,MYAGDI,JYAMRUNGKOT,NA,NA,83.55711,28.325642,83.55711,28.325642,0,Not applicable,L,10.222975,0,10.222975,1194,1262,1211,1073,851,116.795745,123.447429,118.458666,104.959661,83.243869,1160.784259,607.788262,552.995998,126.833944,118.716572,140.024675,105.525842,102.481827,84.217739,54.792264,54.792264,43.630877,63.924308,48.704235,51.748249,44.645548,120.745915,38.557519,82.188396,42.616205,39.572191,0,0,0,0,70.012337,53.777592,64.93898,53.777592,57.836279,46.674892,25.366789,35.513504,25.366789,31.454818,31.454818,26.38146,24.352117,60.880293,17.249416,43.630877,23.337446,20.293431,0,0,0,0,56.821607,64.93898,75.085695,51.748249,44.645548,37.542848,29.425475,19.27876,18.264088,32.46949,17.249416,25.366789,20.293431,59.865622,21.308103,38.557519,19.27876,19.27876,0,0,0,0
1190,Point,{51396071-9603-4358-BBCB-8041BC2F73C8},NPL,Nepal,WESTERN,GANDAKI,LAMJUNG,SUNDARBAZAR,NA,NA,84.420008,28.131687,84.420008,28.131687,0,Not applicable,L,8.005862,0,8.005862,7355,7588,7108,6155,4763,918.701788,947.805461,887.849396,768.811625,594.939037,6815.774796,3831.652994,2984.121802,550.134019,800.840851,973.392112,742.985428,531.863886,509.533723,423.258092,455.73833,409.047988,303.487217,274.052002,213.151557,204.016491,424.2731,144.131053,280.142047,108.605793,171.536253,0,0,0,0,261.871913,365.40267,511.563737,381.642788,360.327633,355.252595,288.262106,298.41218,231.421691,173.566268,134.995986,116.725853,110.635808,241.571765,80.185586,161.386179,61.915452,99.470727,0,0,0,0,288.262106,435.438181,461.828374,361.34264,171.536253,154.281127,134.995986,157.326149,177.626298,129.920949,139.056016,96.425704,93.380682,182.701335,63.945467,118.755868,46.690341,72.065527,0,0,0,0
1191,Point,{54E13248-EA01-447B-B68C-222F2D9C3003},NPL,Nepal,CENTRAL,JANAKPUR,SARLAHI,HARIPURWA,NA,NA,85.688142,26.894054,85.688142,26.894054,0,Not applicable,L,10.326353,0,10.326353,16855,19664,20831,20399,17853,1632.231682,1904.254156,2017.265985,1975.431272,1728.877616,19974.73831,10130.67686,9844.061452,1642.149248,2306.665112,2656.100338,2317.462268,1751.102366,1521.417414,1430.13237,1267.193472,1138.609162,951.131274,781.321459,570.286141,533.968435,1107.199254,418.144399,689.054855,306.246602,382.808253,0,0,0,0,782.303019,1184.742464,1290.750903,1174.926868,994.319897,875.551183,721.446322,639.976874,585.009535,445.628069,364.15862,282.689171,265.021098,524.152838,194.348805,329.804033,144.289264,185.514769,0,0,0,0,859.846229,1121.922648,1365.349435,1142.5354,756.782469,645.866231,708.686047,627.216599,553.599627,505.503205,417.162839,287.596969,268.947336,583.046416,223.795594,359.250822,161.957338,197.293484,0,0,0,0
1192,Point,{9216D03D-BC91-42D0-8828-911E34EA0BDA},NPL,Nepal,NA,NA,NA,NA,NA,NA,84.782052,27.342902,84.782052,27.342902,201,Park or protected area,L,624.333432,0,624.333432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Point,{E15A43F2-6C1F-4417-B66A-5EB88DC6EAB9},NPL,Nepal,FAR-WESTERN,MAHAKALI,DADELDHURA,SIRSHA,NA,NA,80.368228,29.184196,80.368228,29.184196,0,Not applicable,L,174.688117,0,174.688117,12061,13571,13865,13095,11053,69.043048,77.687024,79.370024,74.962168,63.272764,13295.15442,6886.075412,6409.079009,1653.056426,1984.663528,2121.090474,1511.650394,1021.708369,858.394361,755.825197,707.030158,554.670138,496.912745,404.301752,323.640565,335.590371,566.619944,213.104865,353.515079,165.305643,188.209436,0,0,0,0,784.703894,940.051365,1071.499225,815.574224,611.431714,516.829087,425.213912,387.372861,273.849709,256.920818,204.14251,154.351654,154.351654,289.782783,112.527335,177.255448,90.619358,86.63609,0,0,0,0,868.352532,1044.612163,1049.591249,696.07617,410.276655,341.565273,330.611285,319.657297,280.820429,239.991927,200.159242,169.288911,181.238717,276.83716,100.57753,176.259631,74.686284,101.573347,0,0,0,0
1194,Point,{FD8F7316-CB0C-4A7E-B1D5-74AAD55C89EA},NPL,Nepal,CENTRAL,NARAYANI,BARA,ITIYAHI,NA,NA,84.909134,27.00335,84.909134,27.00335,0,Not applicable,L,6.442994,0,6.442994,5433,6389,6821,6732,5938,843.241524,991.619749,1058.669323,1044.855869,921.621235,6540.444113,3058.558788,3481.885325,772.006168,1005.76885,847.635271,632.534316,542.172271,545.118859,426.273126,390.914065,308.409589,277.961508,216.083151,165.008952,167.95554,242.602447,122.774518,119.827929,72.682515,47.145415,0,0,0,0,394.842849,472.436345,390.914065,247.513428,236.70927,287.78347,191.528248,194.474836,140.454048,133.578675,99.20181,85.451064,77.593495,106.077183,58.931769,47.145415,31.430277,15.715138,0,0,0,0,377.163319,533.332505,456.721206,385.020888,305.463,257.335389,234.744878,196.439228,167.95554,144.382833,116.881341,79.557888,90.362045,136.525264,63.842749,72.682515,41.252238,31.430277,0,0,0,0
1195,Point,{08E8F714-683D-44B9-9C01-130153859B67},NPL,Nepal,EASTERN,MECHI,PANCHTHAR,EMBUNG,NA,NA,87.765656,27.05852,87.765656,27.05852,0,Not applicable,L,9.86056,0,9.86056,2397,2476,2322,2014,1560,243.089634,251.101349,235.483576,204.248028,158.20602,2226.864434,1182.262572,1044.601862,204.466644,320.870921,292.52901,253.052777,138.672922,139.685133,116.404277,103.245533,117.416488,116.404277,91.099,102.233322,78.952466,151.831666,68.830355,83.001311,30.366333,52.634978,0,0,0,0,97.172266,152.843877,139.685133,149.807244,93.123422,83.001311,71.866989,56.683822,67.818144,60.732666,42.512866,57.696033,41.500655,67.818144,36.4396,31.378544,12.146533,19.232011,0,0,0,0,107.294377,168.027044,152.843877,103.245533,45.5495,56.683822,44.537289,46.561711,49.598344,55.671611,48.586133,44.537289,37.451811,84.013522,32.390755,51.622766,18.2198,33.402967,0,0,0,0
1196,Point,{041A8CE3-EB69-4E4A-8A8A-C8E5D691BF1B},NPL,Nepal,CENTRAL,BAGMATI,DHADING,KHARI,NA,NA,84.778333,27.935894,84.778333,27.935894,0,Not applicable,L,30.353676,0,30.353676,4538,4793,4597,4075,3229,149.504133,157.905092,151.447884,134.250626,106.379208,4407.645786,2451.822137,1955.823649,408.469342,518.132294,608.679685,522.156622,278.684748,227.37456,217.313739,202.222507,250.514449,218.319821,212.283328,187.131275,169.021797,387.341618,129.784594,257.557024,93.565638,163.991386,0,0,0,0,190.149521,269.630009,271.642174,307.86113,206.246835,161.979222,148.900154,127.77243,155.942729,121.735937,111.675116,99.60213,89.541309,189.143439,59.358845,129.784594,46.279778,83.504816,0,0,0,0,218.319821,248.502285,337.037512,214.295492,72.437913,65.395338,68.413584,74.450077,94.57172,96.583884,100.608212,87.529145,79.480488,198.198178,70.425749,127.77243,47.28586,80.48657,0,0,0,0
1197,Point,{CE63530D-6EA4-42DF-88BB-CE4D8547F4FE},NPL,Nepal,MID-WESTERN,RAPTI,SALYAN,KOTBARA,NA,NA,82.355327,28.475708,82.355327,28.475708,0,Not applicable,L,27.362742,0,27.362742,6172,6974,7154,6785,5750,225.562187,254.872115,261.450403,247.964912,210.139756,6860.090961,3444.405422,3415.685538,829.905619,1018.070378,1001.234584,744.736308,680.364153,594.204501,443.672694,308.98634,261.44998,223.817029,214.903961,185.193736,146.570444,206.981234,100.024424,106.95681,56.449428,50.507383,0,0,0,0,422.875536,519.928938,483.286327,375.339176,345.628951,318.889749,213.91362,153.502829,137.657376,122.802263,92.101698,92.101698,73.285222,93.092038,39.613633,53.478405,26.739203,26.739203,0,0,0,0,407.030083,498.14144,517.948256,369.397131,334.735202,275.314752,229.759074,155.483511,123.792604,101.014765,122.802263,93.092038,73.285222,113.889196,60.410791,53.478405,29.710225,23.76818,0,0,0,0
1198,Point,{F4922AF7-6A07-4C2F-89BC-16BAFB636940},NPL,Nepal,EASTERN,SAGARMATHA,SIRAHA,ITARHAWA,NA,NA,86.496392,26.622993,86.496392,26.622993,0,Not applicable,L,3.651575,0,3.651575,1875,2869,3988,5123,5881,513.477049,785.688348,1092.131451,1402.956224,1610.537879,3823.697748,2065.579412,1758.118336,489.142621,542.249534,525.47893,337.275484,261.807765,246.900561,225.471456,197.520449,145.345236,182.613245,161.18414,144.413536,128.574632,235.720158,108.077227,127.642932,76.399419,51.243513,0,0,0,0,245.968861,245.968861,230.129957,144.413536,176.091344,168.637742,168.637742,129.506332,101.555325,116.462529,87.579822,67.082417,55.902014,127.642932,55.902014,71.740918,47.516712,24.224206,0,0,0,0,243.17376,296.280673,295.348973,192.861948,85.716421,78.262819,56.833714,68.014117,43.789911,66.150716,73.604318,77.331119,72.672618,108.077227,52.175213,55.902014,28.882707,27.019307,0,0,0,0
1199,Point,{0DB8D330-C278-4457-B04F-8632F4CAD232},NPL,Nepal,WESTERN,LUMBINI,GULMI,THULO LUMPEK,NA,NA,83.520112,27.999732,83.520112,27.999732,0,Not applicable,L,29.295771,0,29.295771,6668,6870,6428,5559,4297,227.609646,234.504839,219.417337,189.754353,146.676462,6163.422231,3385.18619,2778.236041,567.564033,737.227303,836.197543,803.88073,455.465087,382.752257,316.09883,336.296838,265.603809,238.336498,252.475104,268.63351,234.296896,468.593792,178.752373,289.841419,106.039544,183.801875,0,0,0,0,274.692913,347.405743,381.742357,441.326481,302.970124,238.336498,209.049386,224.197892,158.554365,142.395958,142.395958,154.514763,125.227651,242.3761,85.841535,156.534564,54.534622,101.999942,0,0,0,0,292.87112,389.82156,454.455187,362.554249,152.494963,144.415759,107.049444,112.098946,107.049444,95.940539,110.079145,114.118747,109.069245,226.217693,92.910838,133.306855,51.504921,81.801934,0,0,0,0
1200,Point,{59649B34-BE5C-489F-BCAC-3B794DFC43B4},NPL,Nepal,EASTERN,MECHI,TAPLEJUNG,EKHABU,NA,NA,87.718032,27.511984,87.718032,27.511984,0,Not applicable,L,61.562821,0,61.562821,2224,2294,2148,1859,1439,36.1257,37.26275,34.891189,30.196797,23.374498,2059.621624,1075.422512,984.199113,224.004124,251.371143,259.47989,295.969249,178.392424,121.631198,92.236992,85.141839,99.332145,92.236992,114.536045,62.842786,59.802006,122.644792,47.638886,75.005906,37.502953,37.502953,0,0,0,0,119.604012,143.930251,122.644792,154.066185,97.304959,60.815599,60.815599,42.570919,57.774819,44.598106,51.693259,30.4078,36.489359,52.706853,19.258273,33.44858,19.258273,14.190306,0,0,0,0,104.400112,107.440892,136.835098,141.903065,81.087466,60.815599,31.421393,42.570919,41.557326,47.638886,62.842786,32.434986,23.312646,69.937939,28.380613,41.557326,18.24468,23.312646,0,0,0,0
1201,Point,{DC5C22AF-F5F0-42D4-8633-B9CE68BD6981},NPL,Nepal,CENTRAL,NARAYANI,RAUTAHAT,BADHARWA,NA,NA,85.320014,26.813104,85.320014,26.813104,0,Not applicable,L,3.112689,0,3.112689,3926,4672,5048,5042,4501,1261.289007,1500.953195,1621.749085,1619.821491,1446.016766,4840.709491,2281.950948,2558.758543,671.967553,696.420521,658.273891,446.022131,325.71353,328.647886,371.685109,300.282444,238.660965,175.083249,132.046026,121.28672,130.089788,244.529677,107.593058,136.936619,68.46831,68.46831,0,0,0,0,316.910462,346.254023,302.238681,177.039486,163.345824,161.389587,195.623742,132.046026,115.418008,79.227615,57.709004,58.687123,58.687123,117.374245,50.862173,66.512072,35.212274,31.299799,0,0,0,0,355.057091,350.166498,356.03521,268.982645,162.367706,167.258299,176.061368,168.236418,123.242957,95.855633,74.337022,62.599597,71.402666,127.155432,56.730885,70.424547,33.256036,37.168511,0,0,0,0
1202,Point,{45A3DC62-1D71-4920-BA68-25276C77DB57},NPL,Nepal,WESTERN,LUMBINI,RUPANDEHI,THUMHAWA PIPARHAWA,NA,NA,83.278534,27.384155,83.278534,27.384155,0,Not applicable,L,6.308852,0,6.308852,3859,4561,4894,4855,4304,611.680271,722.952505,775.735487,769.553696,682.216088,4692.678341,2307.438689,2385.239652,519.986183,586.954101,677.557754,468.775423,360.444968,294.461873,268.856493,296.431517,294.461873,217.645732,126.057257,135.90548,136.890302,308.249385,125.072434,183.176951,77.800963,105.375988,0,0,0,0,253.099336,291.507406,341.733344,222.569844,181.207306,135.90548,147.723348,148.70817,150.677815,90.603653,60.074161,69.922385,65.983095,147.723348,56.134872,91.588475,38.40807,53.180405,0,0,0,0,266.886848,295.446695,335.82441,246.205579,179.237662,158.556393,121.133145,147.723348,143.784058,127.042079,65.983095,65.983095,70.907207,160.526038,68.937562,91.588475,39.392893,52.195583,0,0,0,0
1203,Point,{3056DAF4-909E-443C-903C-1BAA372BC05C},NPL,Nepal,WESTERN,GANDAKI,TANAHU,POKHARI BHANJYANG,NA,NA,84.307183,27.945348,84.307183,27.945348,0,Not applicable,L,26.116236,0,26.116236,7204,7735,7541,6796,5474,275.843735,296.175915,288.747585,260.221269,209.601417,7231.205378,4168.90861,3062.296768,583.486244,804.808612,951.686184,816.880741,515.077512,450.692823,325.947488,401.398295,396.368241,385.302123,386.308134,301.803229,288.72509,622.720663,230.376465,392.344198,138.829486,253.514713,0,0,0,0,269.610885,390.332177,511.053469,453.710855,363.169886,320.917434,231.382476,286.713068,254.520724,232.388487,215.286304,152.913636,151.907626,335.001585,123.739324,211.262261,72.432775,138.829486,0,0,0,0,313.875359,414.476435,440.632715,363.169886,151.907626,129.775389,94.565012,114.685227,141.847518,152.913636,171.02183,148.889593,136.817464,287.719079,106.637141,181.081938,66.39671,114.685227,0,0,0,0
1204,Point,{2EE63C3C-8523-4A8E-BE30-754ACF777CAD},NPL,Nepal,FAR-WESTERN,SETI,DOTI,KALENA,NA,NA,80.984235,29.290868,80.984235,29.290868,0,Not applicable,L,14.558683,0,14.558683,2782,2983,2904,2613,2102,191.088719,204.894914,199.468598,179.480526,144.381196,2784.395512,1495.758087,1288.637425,444.850291,450.972084,395.875947,260.176202,218.34395,149.983928,130.59825,169.369606,129.577952,92.847194,79.583309,82.644205,75.502114,104.070481,55.096137,48.974344,26.52777,22.446574,0,0,0,0,223.445444,228.546938,189.775583,138.760641,135.699745,79.583309,90.806596,99.989286,67.339723,45.913447,46.933746,48.974344,40.811953,59.177332,31.629264,27.548068,17.34508,10.202988,0,0,0,0,221.404847,222.425145,206.100364,121.415561,82.644205,70.400619,39.791654,69.380321,62.238229,46.933746,32.649563,33.669861,34.69016,44.893149,23.466873,21.426275,9.182689,12.243586,0,0,0,0
1205,Point,{2080F951-FEDE-43FC-B1A0-A1825355724A},NPL,Nepal,MID-WESTERN,BHERI,BARDIYA,GOLA,NA,NA,81.220708,28.519802,81.220708,28.519802,0,Not applicable,L,14.266914,0,14.266914,6221,6964,7079,6651,5585,436.043842,488.122379,496.182987,466.183507,391.465176,6787.529583,3566.092737,3221.436846,611.614788,858.65138,989.142483,841.71742,593.684713,534.91391,437.294612,409.403384,348.640351,236.079324,206.195865,201.215288,205.19975,313.776316,141.448371,172.327945,104.592105,67.73584,0,0,0,0,301.822933,412.39173,490.088722,435.302382,335.690853,326.725815,236.079324,223.129825,184.281329,136.467795,102.599875,112.561028,104.592105,164.359023,76.700877,87.658145,47.813534,39.844612,0,0,0,0,309.791855,446.25965,499.05376,406.415038,257.99386,208.188096,201.215288,186.273559,164.359023,99.611529,103.59599,88.654261,100.607644,149.417293,64.747494,84.6698,56.778572,27.891228,0,0,0,0
1206,Point,{FEAC2049-4512-415B-BAF8-A6E7BEF2DE39},NPL,Nepal,EASTERN,KOSHI,BHOJPUR,TAKSAR,NA,NA,87.067448,27.136146,87.067448,27.136146,0,Not applicable,L,20.744751,0,20.744751,1210,1216,1110,937,706,58.328009,58.617239,53.507513,45.168053,34.032706,1064.426784,547.477638,516.949145,73.268383,105.832109,120.078739,133.307752,69.197917,52.916054,51.898438,52.916054,64.109835,49.863205,63.092219,56.98652,48.845589,122.113971,49.863205,72.250766,25.440411,46.810356,0,0,0,0,32.563726,46.810356,52.916054,69.197917,33.581342,34.598959,31.546109,29.510876,38.669424,23.405178,34.598959,33.581342,27.475644,59.021753,21.369945,37.651808,16.281863,21.369945,0,0,0,0,40.704657,59.021753,67.162684,64.109835,35.616575,18.317096,20.352329,23.405178,25.440411,26.458027,28.49326,23.405178,21.369945,63.092219,28.49326,34.598959,9.158548,25.440411,0,0,0,0
1207,Point,{60AC05A0-0A62-4D15-86A0-A6BB3B5CD297},NPL,Nepal,CENTRAL,NARAYANI,BARA,BARIYARPUR,NA,NA,85.047967,26.993703,85.047967,26.993703,0,Not applicable,L,7.902264,0,7.902264,9495,11164,11920,11764,10377,1201.554394,1412.759689,1508.428475,1488.687297,1313.167977,11429.81651,5712.452765,5717.363745,1521.421825,1747.326937,1435.97076,1015.590811,891.834097,826.026956,776.917149,721.914165,560.833997,436.095087,323.142531,292.69445,281.890293,598.157451,271.086135,327.071315,178.759698,148.311618,0,0,0,0,746.469068,885.940921,710.127811,473.418541,479.311718,461.632187,401.718222,374.21673,253.406605,202.332405,153.222598,146.347225,141.436245,282.872489,133.578675,149.293814,72.682515,76.611299,0,0,0,0,774.952756,861.386017,725.842949,542.172271,412.52238,364.394769,375.198926,347.697434,307.427393,233.762682,169.919933,146.347225,140.454048,315.284962,137.50746,177.777502,106.077183,71.700318,0,0,0,0
1208,Point,{B4FDA6CE-0AF4-4A80-BA0B-D7273F615237},NPL,Nepal,WESTERN,LUMBINI,KAPILBASTU,PATNA,NA,NA,83.202343,27.617196,83.202343,27.617196,0,Not applicable,L,36.544209,0,36.544209,7118,9284,10996,12038,11779,194.777781,254.048457,300.895824,329.409233,322.321927,10543.29512,5228.796467,5314.498656,1221.015455,1479.084967,1389.530995,1079.462401,831.022348,865.688402,629.766646,584.508187,452.584593,428.510944,346.660539,301.40208,345.697593,588.359971,225.329351,363.03062,201.255702,161.774918,0,0,0,0,612.433619,702.950538,660.580916,541.17562,469.91762,445.843971,339.919918,274.439594,235.921756,212.811053,157.923135,146.367783,164.663756,263.847188,113.627621,150.219567,87.628081,62.591486,0,0,0,0,608.581836,776.13443,728.950078,538.286782,361.104728,419.844431,289.846729,310.068593,216.662837,215.699891,188.737405,155.034297,181.033837,324.512783,111.701729,212.811053,113.627621,99.183432,0,0,0,0
1209,Point,{E630D2C4-3E29-49AD-8A63-0D80E0F6CF58},NPL,Nepal,EASTERN,SAGARMATHA,SOLUKHUMBU,BENI,NA,NA,86.561452,27.614181,86.561452,27.614181,0,Not applicable,L,155.578663,0.288263,155.2904,10373,4730,1959,750,256,66.797432,30.459063,12.615075,4.829661,1.648524,1878.122448,979.00859,899.113858,146.67242,209.872731,218.219942,243.261574,155.019631,121.630787,121.630787,109.7062,103.743907,98.974072,94.204237,72.739981,60.815394,121.630787,44.120972,77.509815,33.388844,44.120972,0,0,0,0,71.547522,96.589154,100.166531,129.977998,91.81932,69.162604,65.585228,60.815394,52.468183,57.238017,45.31343,34.581302,31.003926,72.739981,28.619009,44.120972,16.694422,27.42655,0,0,0,0,75.124898,113.283576,118.053411,113.283576,63.200311,52.468183,56.045559,48.890807,51.275724,41.736054,48.890807,38.158678,29.811467,48.890807,15.501963,33.388844,16.694422,16.694422,0,0,0,0
1210,Point,{3EB3F7F6-49FB-426A-9998-53828B7FEB43},NPL,Nepal,MID-WESTERN,RAPTI,RUKUM,GOTAMKOT,NA,NA,82.57973,28.901816,82.57973,28.901816,0,Not applicable,L,275.2653,0,275.2653,4403,4911,4974,4657,3897,15.995478,17.84097,18.06984,16.918224,14.157251,4769.846124,2431.237083,2338.609041,552.780246,760.944339,729.072325,550.788245,363.540162,306.768137,274.896122,262.944117,244.020109,188.244084,149.400067,93.624042,142.428063,150.396067,66.73203,83.664037,55.776025,27.888012,0,0,0,0,280.872125,377.484168,362.544161,299.796133,177.288079,166.332074,152.388068,138.444062,136.452061,83.664037,63.744028,44.82002,79.680035,67.72803,31.872014,35.856016,23.904011,11.952005,0,0,0,0,271.908121,383.460171,366.528163,250.992112,186.252083,140.436063,122.508055,124.500055,107.568048,104.580047,85.656038,48.804022,62.748028,82.668037,34.860016,47.808021,31.872014,15.936007,0,0,0,0
1211,Point,{606D2FE3-16FB-4C98-AEE8-98BA9CB673EB},NPL,Nepal,FAR-WESTERN,SETI,DOTI,MANNAKAPADI,NA,NA,80.869254,29.069785,80.869254,29.069785,0,Not applicable,L,85.114274,0,85.114274,3574,3832,3731,3357,2700,41.990607,45.021826,43.835186,39.441093,31.722059,3577.167704,1829.395805,1747.771899,497.90583,523.413301,557.083162,395.875947,262.2168,247.932616,215.283054,169.369606,138.760641,126.517055,117.334366,97.948688,102.029883,125.496756,59.177332,66.319424,40.811953,25.507471,0,0,0,0,256.095007,260.176202,274.460386,200.99887,146.923032,130.59825,104.070481,89.786297,73.461516,65.299125,51.014942,57.136735,51.014942,68.360022,25.507471,42.852551,28.568367,14.284184,0,0,0,0,241.810823,263.237099,282.622776,194.877077,115.293768,117.334366,111.212573,79.583309,65.299125,61.21793,66.319424,40.811953,51.014942,57.136735,33.669861,23.466873,12.243586,11.223287,0,0,0,0
1212,Point,{6ECE9BAE-3C4A-4762-BE55-2876F9747A26},NPL,Nepal,EASTERN,MECHI,ILAM,PHUYATAPPA,NA,NA,87.716604,26.947292,87.716604,26.947292,0,Not applicable,L,19.129307,0,19.129307,3641,3911,3815,3439,2771,190.336223,204.450691,199.432213,179.776509,144.856268,3657.817345,1981.736665,1676.08068,296.606959,401.17348,423.293321,438.375031,330.792168,235.274673,202.094911,224.214752,212.149384,212.149384,192.040438,133.724493,122.664573,233.263778,68.370418,164.89336,62.337734,102.555626,0,0,0,0,134.729941,211.143937,204.105806,225.220199,217.176621,153.83344,126.686362,132.719046,121.659126,116.631889,92.501153,64.348628,65.354076,115.626442,33.179762,82.44668,26.14163,56.30505,0,0,0,0,161.877018,190.029543,219.187515,213.154832,113.615547,81.441233,75.408549,91.495706,90.490259,95.517495,99.539285,69.375865,57.310497,117.637336,35.190656,82.44668,36.196103,46.250577,0,0,0,0
1213,Point,{8F9425DB-B213-47CB-8395-8138D2CD456B},NPL,Nepal,CENTRAL,BAGMATI,SINDHUPALCHOK,FATAKSHILA,NA,NA,85.577628,27.761005,85.577628,27.761005,0,Not applicable,L,11.865205,0,11.865205,3289,3537,3453,3116,2514,277.197075,298.098527,291.019003,262.616627,211.880038,3311.077432,1599.801744,1711.275688,245.041824,389.656671,390.660941,354.507229,277.178457,246.046094,207.883842,227.969238,207.883842,150.640466,120.512372,125.533721,121.516642,246.046094,95.405628,150.640466,75.320233,75.320233,0,0,0,0,121.516642,192.819796,191.815526,170.725861,117.499563,120.512372,97.414168,118.503833,98.418437,68.290344,62.264726,55.234837,59.251916,125.533721,56.239107,69.294614,37.157981,32.136633,0,0,0,0,123.525182,196.836875,198.845414,183.781368,159.678893,125.533721,110.469675,109.465405,109.465405,82.350121,58.247647,70.298884,62.264726,120.512372,39.166521,81.345851,38.162251,43.1836,0,0,0,0
1214,Point,{A5A4D81C-D845-4107-BAB5-5F51A98AC9F0},NPL,Nepal,CENTRAL,NARAYANI,MAKWANPUR,PADAM POKHARI,NA,NA,84.971959,27.408265,84.971959,27.408265,0,Not applicable,L,37.610682,0,37.610682,16378,17971,17905,16489,13573,435.461388,477.816376,476.061555,438.412677,360.881513,17168.30068,9146.847775,8021.452904,1393.680969,1787.569174,2370.362946,2143.274339,1717.231995,1302.242636,1104.293717,956.58564,915.388149,787.776409,679.25619,522.504761,461.210934,1026.92282,369.7726,657.150219,260.247564,396.902655,0,0,0,0,680.261007,877.205109,1151.520109,1150.515292,961.609724,784.761959,635.044248,547.625183,536.572197,411.974908,351.685897,274.315,257.233113,526.524029,183.881483,342.642545,135.650275,206.992271,0,0,0,0,713.419963,910.364065,1218.842838,992.759047,755.62227,517.480677,469.249468,408.960457,378.815952,375.801501,327.570293,248.189762,203.97782,500.398791,185.891117,314.507674,124.597289,189.910384,0,0,0,0
1215,Point,{C768EF80-8184-42DB-9E9B-DF948F6986FE},NPL,Nepal,MID-WESTERN,BHERI,DAILEKH,RUMA,NA,NA,81.8358,28.813923,81.8358,28.813923,0,Not applicable,L,11.892719,0,11.892719,2124,2427,2520,2417,2073,178.596671,204.074445,211.894355,203.233594,174.308333,2415.944503,1264.317929,1151.626574,356.85596,370.695249,374.649332,281.728389,209.566381,147.289579,98.852066,103.79467,92.920942,107.748752,84.024256,49.426033,67.219405,71.173488,30.644141,40.529347,24.713017,15.816331,0,0,0,0,158.163306,187.818926,187.818926,161.128868,125.542124,88.96686,56.345678,61.288281,52.391595,49.426033,40.529347,26.690058,30.644141,37.563785,17.793372,19.770413,11.862248,7.908165,0,0,0,0,198.692653,182.876323,186.830406,120.599521,84.024256,58.322719,42.506389,42.506389,40.529347,58.322719,43.494909,22.735975,36.575265,33.609703,12.850769,20.758934,12.850769,7.908165,0,0,0,0
1216,Point,{00414B59-AC36-4C45-B049-F66FADA859AA},NPL,Nepal,CENTRAL,NARAYANI,PARSA,SUGAULI PARTEWA,NA,NA,84.776404,27.178344,84.776404,27.178344,0,Not applicable,L,11.522681,0,11.522681,1360,2815,5288,9184,14254,118.028085,244.300779,458.920967,797.036717,1237.038476,5070.862773,2562.259021,2508.603752,540.071074,744.137018,588.448776,383.503238,336.884725,468.823913,407.252292,337.76432,273.553915,271.794726,192.631214,170.641349,119.624863,235.731348,102.912566,132.818782,63.33081,69.487972,0,0,0,0,247.166078,404.613508,296.423375,200.547565,189.99243,242.768105,207.584322,158.327025,147.77189,120.504458,100.273783,77.404323,55.414459,113.467701,51.016486,62.451215,30.78581,31.665405,0,0,0,0,292.904996,339.523509,292.025402,182.955673,146.892295,226.055808,199.66797,179.437295,125.782025,151.290268,92.357431,93.237026,64.210405,122.263647,51.89608,70.367567,32.545,37.822567,0,0,0,0
