OBJECTID *,Shape *,GUBID,ISOALPHA,COUNTRYNM,NAME1,NAME2,NAME3,NAME4,NAME5,NAME6,CENTROID_X,CENTROID_Y,INSIDE_X,INSIDE_Y,CONTEXT,CONTEXT_NM,WATER_CODE,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,UN_2000_E,UN_2005_E,UN_2010_E,UN_2015_E,UN_2020_E,UN_2000_DS,UN_2005_DS,UN_2010_DS,UN_2015_DS,UN_2020_DS,B_2010_E,F_2010_E,M_2010_E,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65PLUSB,A65_69B,A70PLUSB,A70_74B,A75PLUSB,A75_79B,A80PLUSB,A80_84B,A85PLUSB,A00_04F,A05_09F,A10_14F,A15_19F,A20_24F,A25_29F,A30_34F,A35_39F,A40_44F,A45_49F,A50_54F,A55_59F,A60_64F,A65PLUSF,A65_69F,A70PLUSF,A70_74F,A75PLUSF,A75_79F,A80PLUSF,A80_84F,A85PLUSF,A00_04M,A05_09M,A10_14M,A15_19M,A20_24M,A25_29M,A30_34M,A35_39M,A40_44M,A45_49M,A50_54M,A55_59M,A60_64M,A65PLUSM,A65_69M,A70PLUSM,A70_74M,A75PLUSM,A75_79M,A80PLUSM,A80_84M,A85PLUSM
1,Point,{905EAB8E-C32F-456C-BDD0-2124254C30E9},NPL,Nepal,CENTRAL,BAGMATI,SINDHUPALCHOK,SIKHARPUR,NA,NA,85.591664,27.811286,85.591664,27.811286,0,Not applicable,L,8.918749,0,8.918749,2558,2750,2685,2424,1955,286.811522,308.339205,301.051187,271.786993,219.201144,2574.947691,1327.644636,1247.303055,234.999126,318.353517,333.417564,273.161377,206.879573,189.806987,159.678893,167.713052,145.619117,114.486754,115.491024,84.358661,76.324503,154.657545,64.273265,90.384279,43.1836,47.200679,0,0,0,0,117.499563,156.666084,156.666084,137.584959,112.478214,113.482484,97.414168,86.3672,73.311693,54.230568,65.277535,36.153712,39.166521,81.345851,32.136633,49.209219,22.093935,27.115284,0,0,0,0,117.499563,161.687433,176.75148,135.576419,94.401358,76.324503,62.264726,81.345851,72.307423,60.256186,50.213489,48.204949,37.157981,73.311693,32.136633,41.175061,21.089665,20.085395,0,0,0,0
2,Point,{4AD19883-D6AC-471A-AE4B-795692BB8B16},NPL,Nepal,EASTERN,KOSHI,BHOJPUR,TIMMA,NA,NA,86.998228,27.274823,86.998228,27.274823,0,Not applicable,L,50.493978,0,50.493978,2370,2383,2175,1835,1383,46.93629,47.193746,43.074443,36.340967,27.389405,2085.096061,1132.607085,952.488977,165.871478,221.840381,291.038298,255.421723,148.571999,107.867341,73.268383,95.655944,107.867341,130.254903,121.096355,130.254903,74.285999,161.801012,52.916054,108.884958,43.757506,65.127451,0,0,0,0,82.426931,111.937807,136.360601,133.307752,96.673561,75.303616,42.73989,58.004136,63.092219,76.321232,65.127451,69.197917,33.581342,88.532629,33.581342,54.951287,22.387561,32.563726,0,0,0,0,83.444547,109.902574,154.677697,122.113971,51.898438,32.563726,30.528493,37.651808,44.775123,53.933671,55.968904,61.056986,40.704657,73.268383,19.334712,53.933671,21.369945,32.563726,0,0,0,0
3,Point,{1D2CAEAD-1559-4785-A41A-ED32979298C4},NPL,Nepal,EASTERN,KOSHI,SUNSARI,JALPAPUR,NA,NA,87.133884,26.550293,87.133884,26.550293,0,Not applicable,L,5.919194,0,5.919194,797,2249,5764,13659,28927,134.646707,379.950369,973.781203,2307.577628,4886.982798,5527.282992,2821.555889,2705.727103,728.304739,912.464176,794.135488,534.978996,454.982137,433.316321,317.487535,275.822504,244.157081,223.324565,187.492639,139.161203,123.328491,158.327117,78.330258,79.996859,49.164736,30.832123,0,0,0,0,384.151584,473.31475,386.651486,244.157081,239.157277,243.32378,176.659731,138.327902,134.9947,113.328884,86.663264,66.664049,59.164344,74.997056,34.998626,39.99843,19.999215,19.999215,0,0,0,0,344.153155,439.149425,407.484002,290.821915,215.82486,189.992541,140.827804,137.494602,109.162381,109.995681,100.829375,72.497154,64.164148,83.330062,43.331632,39.99843,29.165522,10.832908,0,0,0,0
4,Point,{2E22CC50-94DD-4146-A1FE-E1950F741FAC},NPL,Nepal,WESTERN,GANDAKI,SYANGJA,JAGATRADEVI,NA,NA,83.652888,27.93777,83.652888,27.93777,0,Not applicable,L,15.278553,0,15.278553,4330,4596,4430,3946,3142,283.40381,300.813837,289.948933,258.27054,205.647753,4247.484763,2392.157731,1855.327032,418.426919,514.755418,625.131823,521.779371,315.074466,253.865732,197.674108,202.691217,161.550921,178.609092,196.670686,156.533811,176.602249,328.118951,123.42089,204.698061,108.369562,96.328499,0,0,0,0,226.773342,249.852045,308.050513,273.93417,217.742545,177.60567,130.444843,140.479061,102.34903,121.414046,113.386671,90.307968,93.318234,146.499593,58.198468,88.301124,47.160828,41.140297,0,0,0,0,191.653577,264.903373,317.08131,247.845201,97.331921,76.260062,67.229265,62.212156,59.20189,57.195046,83.284015,66.225843,83.284015,181.619358,65.222421,116.396937,61.208734,55.188203,0,0,0,0
5,Point,{59F56555-702D-4F05-9FC8-37562C95D513},NPL,Nepal,CENTRAL,BAGMATI,SINDHUPALCHOK,JYAMIRE,NA,NA,85.610189,27.844468,85.610189,27.844468,0,Not applicable,L,19.836149,0,19.836149,3364,3617,3532,3187,2571,169.589367,182.343859,178.058753,160.666264,129.61185,3386.397665,1908.112563,1478.285102,298.268122,362.541387,479.03668,383.631052,262.11441,226.964968,173.73867,205.875303,192.819796,163.695973,161.687433,110.469675,118.503833,247.050363,97.414168,149.636196,76.324503,73.311693,0,0,0,0,147.627656,181.772828,265.127219,223.952159,161.687433,153.653275,108.461135,128.546531,110.469675,96.409898,85.36293,57.243377,60.256186,127.542261,44.18787,83.354391,45.19214,38.162251,0,0,0,0,150.640466,180.768559,213.909461,159.678893,100.426977,73.311693,65.277535,77.328772,82.350121,67.286075,76.324503,53.226298,58.247647,119.508103,53.226298,66.281805,31.132363,35.149442,0,0,0,0
6,Point,{3694C6CE-76E3-4A15-80C7-B93BA6EA7A8F},NPL,Nepal,MID-WESTERN,BHERI,BANKE,BINAUNA,NA,NA,81.827484,28.045039,81.827484,28.045039,0,Not applicable,L,46.57845,0,46.57845,5815,6958,7559,7590,6812,124.843141,149.382386,162.285348,162.950892,146.247889,7247.647197,3774.074877,3473.57232,717.647554,942.035976,1028.035063,889.645728,673.165267,600.016619,446.799854,442.845873,341.030862,308.410519,179.906136,210.549489,172.986669,294.571585,133.446859,161.124726,86.987582,74.137144,0,0,0,0,359.812272,466.56976,505.121074,494.247627,414.179511,336.088386,242.181337,216.48046,172.986669,144.320307,90.941563,103.792002,90.941563,136.412345,59.309715,77.10263,43.493791,33.608839,0,0,0,0,357.835282,475.466217,522.913989,395.398101,258.985756,263.928233,204.618517,226.365413,168.044193,164.090212,88.964573,106.757487,82.045106,158.159241,74.137144,84.022097,43.493791,40.528305,0,0,0,0
7,Point,{3600B018-C6D3-4EEB-A33F-978BCC80E59E},NPL,Nepal,WESTERN,LUMBINI,GULMI,GWAGHA,NA,NA,83.480892,28.097976,83.480892,28.097976,0,Not applicable,L,16.801745,0,16.801745,2545,2622,2453,2121,1640,151.472361,156.055218,145.996739,126.236887,97.608908,2352.058066,1353.266556,998.79151,211.069187,283.782017,371.643353,290.851319,159.564266,127.247452,115.128647,114.118747,99.980141,87.861336,97.96034,104.019743,85.841535,202.989983,80.792033,122.19795,60.594025,61.603925,0,0,0,0,98.970241,152.494963,207.029585,160.574166,100.990041,89.881137,87.861336,83.821734,61.603925,57.564324,58.574224,53.524722,48.47522,91.900938,41.405917,50.495021,25.24751,25.24751,0,0,0,0,112.098946,131.287054,164.613768,130.277153,58.574224,37.366315,27.267311,30.297012,38.376216,30.297012,39.386116,50.495021,37.366315,111.089046,39.386116,71.702929,35.346515,36.356415,0,0,0,0
8,Point,{2EB54AC1-074D-49CF-9D94-1A3E2C8DE9AF},NPL,Nepal,MID-WESTERN,BHERI,BARDIYA,BANIYABHAR,NA,NA,81.348859,28.366482,81.348859,28.366482,0,Not applicable,L,73.648093,0,73.648093,16142,18071,18369,17259,14494,219.177433,245.369557,249.415826,234.344153,196.800751,17613.31055,9075.606403,8537.704147,1696.384338,1951.389852,2378.723311,2313.975818,1751.170679,1574.858273,1114.653009,1078.792859,944.317295,764.020427,490.088722,484.112031,430.321805,640.502131,321.745239,318.756893,177.308522,141.448371,0,0,0,0,830.760151,988.146367,1187.369425,1243.151881,988.146367,856.659149,552.843986,572.766291,490.088722,357.605389,246.040477,245.044361,218.149248,298.834587,156.3901,142.444486,77.696993,64.747494,0,0,0,0,865.624187,963.243485,1191.353886,1070.823936,763.024312,718.199124,561.809023,506.026567,454.228572,406.415038,244.048246,239.067669,212.172557,341.667544,165.355138,176.312406,99.611529,76.700877,0,0,0,0
9,Point,{532D8999-401E-4F97-B624-810BA333E839},NPL,Nepal,EASTERN,SAGARMATHA,UDAYAPUR,HADIYA,NA,NA,86.828212,26.77984,86.828212,26.77984,0,Not applicable,L,79.977455,0,79.977455,10455,11646,11779,11012,9202,130.72434,145.616037,147.279005,137.688803,115.057425,11294.51782,6192.996135,5101.521684,1128.355324,1377.550404,1551.98696,1283.853054,929.99604,719.675392,621.99092,627.971602,590.09395,483.438456,490.415918,400.705689,363.824817,724.659293,290.063073,434.59622,185.40114,249.19508,0,0,0,0,571.155124,680.800959,768.517628,717.681831,634.949065,475.464213,384.757204,367.811939,331.927847,258.166103,252.185421,199.356064,196.365723,353.857014,141.542806,212.314208,89.710229,122.60398,0,0,0,0,557.2002,696.749445,783.469332,566.171222,295.046975,244.211179,237.233716,260.159664,258.166103,225.272353,238.230497,201.349625,167.459094,370.802279,148.520268,222.282012,95.690911,126.591101,0,0,0,0
10,Point,{C001BE4B-8512-420A-AF70-4FC6B4B8269B},NPL,Nepal,CENTRAL,BAGMATI,KATHMANDU,THANKOT,NA,NA,85.210323,27.690013,85.210323,27.690013,0,Not applicable,L,6.170992,0,6.170992,2367,5373,11075,21100,35930,383.568806,870.686606,1794.687169,3419.22341,5822.402707,10619.29854,5236.926426,5382.372118,795.984609,922.919032,1011.949425,1232.321687,1327.522504,1126.543002,902.644784,772.184405,629.383179,526.248961,413.418363,254.750334,230.95013,472.478129,162.193985,310.284144,133.986335,176.297809,0,0,0,0,377.277312,440.744523,480.41153,564.15299,695.494858,587.071705,450.440903,381.684757,312.047122,260.920758,195.690568,112.830598,122.526977,255.631824,93.437839,162.193985,72.282102,89.911883,0,0,0,0,418.707297,482.174508,531.537895,668.168697,632.027646,539.471297,452.203881,390.499648,317.336057,265.328203,217.727795,141.919736,108.423153,216.846305,68.756146,148.09016,61.704233,86.385927,0,0,0,0
11,Point,{228D24A6-03E0-421F-9476-924AA4E5CE59},NPL,Nepal,WESTERN,LUMBINI,KAPILBASTU,SISAWA,NA,NA,82.932405,27.526263,82.932405,27.526263,0,Not applicable,L,11.615502,0,11.615502,4411,5753,6814,7460,7299,379.751132,495.28639,586.629838,642.245171,628.384384,6533.588219,3200.832312,3332.755906,801.171024,932.131672,890.724997,631.692538,497.843052,505.54662,384.215431,341.84581,330.290458,207.033378,217.625783,205.107486,206.070432,382.289539,173.33027,208.959269,124.220027,84.739243,0,0,0,0,397.696674,462.214052,396.733728,304.290918,276.365485,263.847188,202.218648,172.367324,153.108405,93.405756,117.479405,97.25754,100.146378,163.70081,74.146838,89.553973,56.813811,32.740162,0,0,0,0,403.47435,469.91762,493.991268,327.40162,221.477567,241.699432,181.996783,169.478486,177.182053,113.627621,100.146378,107.849946,105.924054,218.588729,99.183432,119.405297,67.406216,51.999081,0,0,0,0
12,Point,{AA9DF095-90AC-444C-BC06-99F5703E1DDD},NPL,Nepal,CENTRAL,NARAYANI,MAKWANPUR,SUKAURA,NA,NA,85.165325,27.456695,85.165325,27.456695,0,Not applicable,L,25.380306,0,25.380306,3379,3708,3694,3402,2800,133.134724,146.097531,145.545922,134.040939,110.32176,3541.979392,1812.689595,1729.289797,398.912289,509.442142,589.82749,399.917106,267.281282,223.06934,234.122326,197.948919,180.867033,130.62619,117.563571,90.433516,63.303461,138.664725,62.298645,76.366081,23.110788,53.255293,0,0,0,0,207.997088,244.170494,311.493223,210.006721,131.631007,119.573205,128.616557,101.486502,91.438333,67.322729,65.313095,42.202308,27.130055,64.308278,29.139689,35.16859,11.052985,24.115604,0,0,0,0,190.915201,265.271648,278.334267,189.910384,135.650275,103.496135,105.505769,96.462417,89.4287,63.303461,52.250476,48.231209,36.173407,74.356447,33.158956,41.197491,12.057802,29.139689,0,0,0,0
13,Point,{FE3893E9-E61B-4FC5-AB9B-189DAA56BD72},NPL,Nepal,FAR-WESTERN,SETI,BAJHANG,KAILASH,NA,NA,81.252798,29.49918,81.252798,29.49918,0,Not applicable,L,34.245224,0,34.245224,1649,1890,1967,1892,1627,48.1527,55.190178,57.438667,55.24858,47.510275,1885.908594,980.948793,904.959802,232.901323,302.969094,276.323604,220.072013,153.951722,129.279972,113.490051,89.805171,92.765781,55.264721,52.304111,43.422281,48.356631,75.002121,39.474801,35.52732,17.76366,17.76366,0,0,0,0,112.503181,138.161802,140.135542,126.319362,87.831431,75.988991,58.225331,52.304111,48.356631,30.59297,28.61923,17.76366,27.63236,36.51419,19.7374,16.77679,9.8687,6.90809,0,0,0,0,120.398142,164.807292,136.188062,93.752651,66.120291,53.290981,55.264721,37.50106,44.409151,24.67175,23.68488,25.65862,20.72427,38.48793,19.7374,18.75053,7.89496,10.85557,0,0,0,0
14,Point,{0A976E37-5379-4D1B-AC88-BF3BB5BF5170},NPL,Nepal,CENTRAL,JANAKPUR,SARLAHI,BAGDAHA,NA,NA,85.453062,26.858191,85.453062,26.858191,0,Not applicable,L,7.745308,0,7.745308,5626,6564,6954,6809,5959,726.375208,847.480779,897.833842,879.112831,769.368977,6667.734514,3201.847488,3465.887026,828.436321,926.592283,923.647605,588.935773,504.521646,516.300361,426.978436,359.250822,330.785593,321.951556,265.021098,169.809815,179.625411,325.877795,129.56587,196.311924,122.694953,73.616972,0,0,0,0,425.996876,436.794032,442.68339,252.260823,228.703392,263.057979,207.10908,176.680732,175.699172,172.754494,98.155962,89.321926,75.580091,157.04954,61.838256,95.211283,53.985779,41.225504,0,0,0,0,402.439445,489.798252,480.964215,336.67495,275.818254,253.242383,219.869355,182.57009,155.08642,149.197063,166.865136,80.487889,104.04532,168.828255,67.727614,101.100641,68.709174,32.391468,0,0,0,0
15,Point,{23D70007-09E9-4208-A703-5DEAE6E363E7},NPL,Nepal,CENTRAL,JANAKPUR,MAHOTTARI,BANOUTA,NA,NA,85.811537,26.773398,85.811537,26.773398,0,Not applicable,L,7.235223,0,7.235223,5728,6467,6630,6282,5321,791.682631,893.821853,916.350532,868.252495,735.430042,6356.965671,3272.157131,3084.80854,754.350675,960.53325,896.101195,562.045772,442.103023,410.382627,364.784557,314.230176,296.387453,285.483567,231.955398,211.138888,247.815596,379.653493,182.392279,197.261214,115.977699,81.283516,0,0,0,0,356.854458,462.919534,423.269038,262.684532,282.50978,239.885497,221.051512,185.366066,178.427229,143.733046,110.030125,106.065075,119.942749,179.418492,89.213615,90.204877,51.545644,38.659233,0,0,0,0,397.496216,497.613717,472.832157,299.36124,159.593244,170.49713,143.733046,128.86411,117.960224,141.750521,121.925273,105.073813,127.872848,200.235002,93.178664,107.056338,64.432055,42.624283,0,0,0,0
16,Point,{771B4E1B-2D07-4860-B0AF-550BB254C3B9},NPL,Nepal,MID-WESTERN,KARNALI,KALIKOT,PHOI MAHADEV,NA,NA,81.867467,29.207244,81.867467,29.207244,0,Not applicable,L,35.943186,0,35.943186,18328,9157,4154,1742,653,509.915843,254.76317,115.57128,48.465375,18.16756,3983.547306,1992.939114,1990.608192,593.219888,587.392581,590.888966,426.558898,291.365368,256.401524,209.783065,214.444911,198.12845,152.675453,128.200762,108.387917,109.553378,116.546147,71.09315,45.452997,31.46746,13.985538,0,0,0,0,304.185444,278.545291,294.861752,208.617603,156.171837,135.193531,113.049763,121.207993,79.25138,72.258611,65.265842,57.107612,60.603996,46.618459,31.46746,15.150999,9.323692,5.827307,0,0,0,0,289.034445,308.84729,296.027213,217.941295,135.193531,121.207993,96.733302,93.236918,118.87707,80.416841,62.934919,51.280305,48.949382,69.927688,39.62569,30.301998,22.143768,8.15823,0,0,0,0
17,Point,{EE363F00-BB55-4286-B7C1-58E9A76B72F9},NPL,Nepal,WESTERN,LUMBINI,PALPA,PALUNG MAINADI,NA,NA,83.421101,27.841157,83.421101,27.841157,0,Not applicable,L,19.357386,0,19.357386,2819,2947,2798,2455,1926,145.629169,152.241632,144.544312,126.824977,99.496907,2682.890495,1540.739903,1142.150592,279.214848,332.832192,365.204928,283.26144,193.224768,144.665664,147.700608,151.7472,112.292928,114.316224,104.199744,83.966784,102.176448,268.08672,81.943488,186.143232,81.943488,104.199744,0,0,0,0,126.456,160.852032,191.201472,167.933568,143.654016,107.234688,97.118208,103.188096,73.850304,63.733824,57.663936,47.547456,66.768768,133.537536,48.559104,84.978432,36.419328,48.559104,0,0,0,0,152.758848,171.98016,174.003456,115.327872,49.570752,37.430976,50.5824,48.559104,38.442624,50.5824,46.535808,36.419328,35.40768,134.549184,33.384384,101.1648,45.52416,55.64064,0,0,0,0
18,Point,{76D05456-CC3F-4663-836F-BD3FEED45042},NPL,Nepal,WESTERN,LUMBINI,PALPA,KHANICHHAP,NA,NA,83.628806,27.883657,83.628806,27.883657,0,Not applicable,L,8.015056,0,8.015056,2226,2327,2209,1939,1521,277.727304,290.328587,275.606295,241.919695,189.767848,2118.390911,1224.09408,894.296832,161.86368,257.97024,316.645824,262.016832,134.549184,116.33952,112.292928,123.421056,104.199744,108.246336,103.188096,90.036672,85.99008,141.63072,54.628992,87.001728,40.46592,46.535808,0,0,0,0,78.908544,132.525888,157.817088,136.57248,91.04832,92.059968,73.850304,87.001728,64.745472,70.81536,53.617344,54.628992,48.559104,81.943488,31.361088,50.5824,24.279552,26.302848,0,0,0,0,82.955136,125.444352,158.828736,125.444352,43.500864,24.279552,38.442624,36.419328,39.454272,37.430976,49.570752,35.40768,37.430976,59.687232,23.267904,36.419328,16.186368,20.23296,0,0,0,0
19,Point,{44F897FF-74BC-4ABC-8ED3-C19716328070},NPL,Nepal,MID-WESTERN,KARNALI,JUMLA,GARJYANGKOT,NA,NA,82.265104,29.252958,82.265104,29.252958,0,Not applicable,L,37.527247,0,37.527247,3455,4043,4296,4219,3703,92.06644,107.735055,114.476823,112.424981,98.674971,4118.96743,2093.26203,2025.7054,493.759482,630.8597,555.355232,428.189812,329.835308,336.789667,263.272158,237.441683,197.702489,152.995896,128.1589,96.367545,145.048057,123.191501,71.530549,51.660952,26.823956,24.836996,0,0,0,0,240.422122,315.92659,303.011352,204.656848,186.774211,180.813331,133.126299,130.145859,99.347984,74.510988,58.615311,38.745714,76.497948,50.667472,33.778315,16.889157,8.941319,7.947839,0,0,0,0,253.33736,314.93311,252.34388,223.532965,143.061097,155.976335,130.145859,107.295823,98.354504,78.484908,69.543589,57.621831,68.550109,72.524029,37.752234,34.771795,17.882637,16.889157,0,0,0,0
20,Point,{3603D232-5D3C-4B35-9A8F-81CDE89900DC},NPL,Nepal,CENTRAL,BAGMATI,NUWAKOT,DANGSING,NA,NA,85.031,27.91171,85.031,27.91171,0,Not applicable,L,10.330245,0,10.330245,2936,3053,2882,2515,1962,284.213987,295.539953,278.986618,243.45987,189.927739,2763.556251,1512.077379,1251.478873,214.135207,347.464675,406.048835,291.91073,166.661835,143.430186,138.379827,146.460401,167.671907,144.440257,142.420114,102.017245,126.258966,226.256067,82.825882,143.430186,66.664734,76.765451,0,0,0,0,109.087747,191.913629,207.064705,164.641692,113.128034,93.936671,82.825882,87.87624,93.936671,75.75538,69.694949,47.473371,65.654662,109.087747,37.372654,71.715093,29.29208,42.423013,0,0,0,0,105.04746,155.551046,198.984131,127.269038,53.533802,49.493515,55.553945,58.58416,73.735236,68.684878,72.725165,54.543873,60.604304,117.168321,45.453228,71.715093,37.372654,34.342439,0,0,0,0
21,Point,{280A09A6-6F74-4FA8-9006-FBEE1B0B6ED8},NPL,Nepal,WESTERN,LUMBINI,PALPA,MITYAL,NA,NA,83.904988,27.758291,83.904988,27.758291,0,Not applicable,L,43.020728,0,43.020728,4686,4900,4652,4082,3202,108.924237,113.898583,108.13392,94.884493,74.429237,4460.35603,2351.069951,2109.286079,548.313216,702.083712,643.408128,487.614336,295.401216,322.715712,235.713984,219.527616,192.21312,179.061696,144.665664,162.875328,120.386112,206.376192,87.001728,119.374464,65.75712,53.617344,0,0,0,0,266.063424,345.983616,319.680768,264.040128,185.131584,212.44608,129.490944,128.479296,101.1648,98.129856,67.780416,75.8736,58.675584,98.129856,39.454272,58.675584,35.40768,23.267904,0,0,0,0,282.249792,356.100096,323.72736,223.574208,110.269632,110.269632,106.22304,91.04832,91.04832,80.93184,76.885248,87.001728,61.710528,108.246336,47.547456,60.69888,30.34944,30.34944,0,0,0,0
22,Point,{CB93283E-0FDB-429D-8366-E2E4F407D373},NPL,Nepal,CENTRAL,JANAKPUR,MAHOTTARI,SINGYAHI,NA,NA,85.864335,26.836584,85.864335,26.836584,0,Not applicable,L,11.252473,0,11.252473,7390,8344,8553,8105,6865,656.744531,741.525895,760.09959,720.286119,610.088119,8201.704969,4233.681644,3968.023325,862.398274,1152.838153,1197.44496,721.639016,571.958396,616.565203,550.150623,513.473915,382.62728,366.767082,304.317552,300.352502,259.710745,401.461266,193.296165,208.165101,117.960224,90.204877,0,0,0,0,480.762256,559.071985,565.019559,349.915622,323.151537,350.906884,330.090374,269.623369,216.0952,177.435967,164.549556,144.724308,123.907798,178.427229,84.257303,94.169927,51.545644,42.624283,0,0,0,0,381.636018,593.766168,632.425401,371.723394,248.806858,265.658319,220.060249,243.850547,166.532081,189.331115,139.767996,155.628194,135.802947,223.034036,109.038862,113.995174,66.41458,47.580594,0,0,0,0
23,Point,{74EFA93F-378D-4096-983B-83BB2DEF558A},NPL,Nepal,WESTERN,LUMBINI,GULMI,JAISITHOK,NA,NA,83.179086,28.102375,83.179086,28.102375,0,Not applicable,L,9.278304,0,9.278304,3892,4010,3752,3244,2508,419.473203,432.191045,404.384239,349.632855,270.308015,3597.265277,2060.196846,1537.068431,357.504747,480.712597,547.366025,388.81166,230.257295,178.752373,181.782075,186.831577,174.712772,154.514763,172.692971,141.386058,124.217751,277.722614,98.970241,178.752373,77.762332,100.990041,0,0,0,0,186.831577,233.286996,289.841419,228.237494,175.722672,134.316755,128.257353,119.168249,113.108846,91.900938,96.95044,68.673228,61.603925,132.296954,49.48512,82.811834,33.326714,49.48512,0,0,0,0,170.67317,247.425602,257.524606,160.574166,54.534622,44.435618,53.524722,67.663328,61.603925,62.613826,75.742531,72.71283,62.613826,145.42566,49.48512,95.940539,44.435618,51.504921,0,0,0,0
24,Point,{EB81EA95-59F5-4B35-9135-E812EC3C61FE},NPL,Nepal,EASTERN,KOSHI,DHANKUTA,MAREK KATAHARE,NA,NA,87.367175,27.140587,87.367175,27.140587,0,Not applicable,L,36.377452,0,36.377452,6542,6872,6555,5779,4554,179.836673,188.908226,180.194037,158.862142,125.187436,6284.992404,3380.871479,2904.120925,590.359196,773.958877,853.079182,791.203046,491.965997,382.414806,346.912105,320.53867,310.395041,312.423767,302.280138,250.547631,172.44169,386.472257,116.651731,269.820526,81.14903,188.671496,0,0,0,0,289.093421,396.615886,437.190401,415.888781,300.251412,241.418365,213.016205,195.772036,188.671496,156.211884,142.010803,131.867174,84.192119,188.671496,58.833047,129.838449,29.416524,100.421925,0,0,0,0,301.265775,377.342991,415.888781,375.314266,191.714584,140.99644,133.8959,124.766634,121.723546,156.211884,160.269335,118.680457,88.249571,197.800762,57.818684,139.982077,51.732507,88.249571,0,0,0,0
25,Point,{9E4CF3A0-337D-4BF3-98ED-291D1968BD22},NPL,Nepal,EASTERN,KOSHI,MORANG,DRABESH,NA,NA,87.487253,26.504671,87.487253,26.504671,0,Not applicable,L,43.775498,0,43.775498,14750,16733,17236,16412,13967,336.946477,382.24579,393.736236,374.912921,319.059759,16527.57559,8766.999469,7760.576118,1582.089568,1788.535384,1847.094533,1677.372252,1254.555341,1250.585229,1075.900308,1053.072165,964.737177,854.566573,755.313777,671.941429,543.905322,1207.906527,502.219148,705.687379,345.39973,360.287649,0,0,0,0,782.112032,872.432077,936.946394,928.013642,771.194225,744.39597,583.60644,565.740937,497.256508,453.585278,401.973824,334.481922,272.945189,622.315031,263.019909,359.295121,167.737225,191.557896,0,0,0,0,799.977536,916.103307,910.148139,749.35861,483.361116,506.18926,492.293868,487.331228,467.480669,400.981296,353.339954,337.459506,270.960133,585.591496,239.199238,346.392258,177.662505,168.729753,0,0,0,0
26,Point,{8F7121D7-73B4-4017-A7A7-8DEA16091D99},NPL,Nepal,EASTERN,SAGARMATHA,OKHALDHUNGA,POKHARE,NA,NA,86.659594,27.307993,86.659594,27.307993,0,Not applicable,L,7.246038,0,7.246038,1578,1626,1521,1316,1017,217.774178,224.398488,209.907811,181.616489,140.35256,1458.694959,787.634456,671.060502,125.697133,145.970865,185.50464,183.477267,118.601327,58.79382,67.916999,64.87594,84.135984,70.958059,63.862253,63.862253,56.766447,168.271969,55.752761,112.519208,39.533776,72.985432,0,0,0,0,52.711701,76.026492,98.327596,99.341283,70.958059,40.547462,43.588522,29.39691,44.602209,41.561149,36.492716,34.465343,29.39691,90.218104,26.355851,63.862253,17.232672,46.629582,0,0,0,0,72.985432,69.944373,87.177044,84.135984,47.643268,18.246358,24.328477,35.47903,39.533776,29.39691,27.369537,29.39691,27.369537,78.053865,29.39691,48.656955,22.301104,26.355851,0,0,0,0
27,Point,{15C5001E-EA92-4C76-9A6D-4DDEC1FF8456},NPL,Nepal,CENTRAL,BAGMATI,KAVREPALANCHOK,KHAHARE PANGU,NA,NA,85.576454,27.499637,85.576454,27.499637,0,Not applicable,L,15.516774,0,15.516774,7826,4930,2820,1491,705,504.357415,317.720682,181.738808,96.089561,45.434702,2704.245356,1448.138073,1256.107283,186.382825,250.76962,369.376872,333.2299,196.549161,119.736845,103.922545,163.790968,144.587889,181.864454,141.19911,97.144988,97.144988,318.545192,89.237838,229.307355,116.348067,112.959288,0,0,0,0,79.071502,119.736845,182.994047,198.808347,117.47766,68.905166,67.775573,94.885802,85.849059,101.663359,72.293944,44.054122,47.442901,167.179746,48.572494,118.607252,73.423537,45.183715,0,0,0,0,107.311324,131.032774,186.382825,134.421553,79.071502,50.83168,36.146972,68.905166,58.73883,80.201095,68.905166,53.090865,49.702087,151.365446,40.665344,110.700102,42.924529,67.775573,0,0,0,0
28,Point,{31200547-65E8-48F3-B355-162A224B4DE4},NPL,Nepal,WESTERN,LUMBINI,GULMI,BHANBHANE,NA,NA,83.097073,28.126203,83.097073,28.126203,0,Not applicable,L,16.494949,0,16.494949,4203,4331,4052,3504,2708,254.805276,262.565228,245.650959,212.428667,164.17147,3885.086895,2202.592804,1682.494091,384.772058,471.623494,588.771942,444.356182,261.564207,240.356299,196.930581,169.66327,166.633568,156.534564,165.623668,134.316755,163.603867,340.33644,125.227651,215.108788,95.940539,119.168249,0,0,0,0,170.67317,229.247394,293.881021,231.267195,189.861278,177.742473,143.405859,124.217751,99.980141,97.96034,103.009842,72.71283,92.910838,175.722672,66.653427,109.069245,44.435618,64.633627,0,0,0,0,214.098888,242.3761,294.890921,213.088987,71.702929,62.613826,53.524722,45.445519,66.653427,58.574224,62.613826,61.603925,70.693029,164.613768,58.574224,106.039544,51.504921,54.534622,0,0,0,0
